TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
771,12362,10,354,0.9872,0.6853,0.809,0.9992,0.973,0.2,train
699,12395,35,368,0.9523,0.6551,0.7762,0.9972,0.9701,0.2,val
5942,98754,303,2982,0.9515,0.6658,0.7834,0.9969,0.9696,0.2,test
